“úŒo225
16820
17200
16930
16970
16820
16870
17030
16560
16800
16790
17410
17510
16870
16790
17230
17280
17460
17780
18180
17980
17700
17120
17220
17560
17520
17710
17920
17920
17200
17140
17240
17270
17190
16810
16830
16840
16690
16680
16420
16350
16120
16100
16260
16760
16530
16470
16270
16380
16240
16300
16640
16950
16780
16910
16920
16870
16650
16670
16850
16370
16560
16540
16540
16640
16700
17000
16990
16870
17130
17090
17090
17090
16930
17030
17160
17070
16900
16610
16470
16510
16440
16380
16120
16250
16180
16120
16500
16360
16330
16100
16070
16260
16420
16430
16780
16470
16280
16320
16230
16430
16480
16550
16860
16750
16640
16710
16440
16680
16820
16930
16840
16890
17170
17130
17000
17030
16330
16400
16440
16600
16750
16670
16820
16950
16990
17010
17090
17030
17470
17300
17260
17010
17130
17320
17350
17110
17230
17190
17400
17630
17840
17590
17620
17690
18130
18270
18460
18570
18680
18550
18630
18760
18770
18780
18980
18890
18830
18820
18940
18930
18720
18930
18880
18840
18920
19280
19270
19240
19380
19250
18840
18780
18680
18850
18680
18790
18960
19240
19200
19190
18950
18970
18810
18640
18620
18630
18760
18620
18320
18360
18330
18330
18440
18480
18290
18660
18820
18900
18970
19000
19060
19080
19100
19100
19070
18710
18750
18830
18880
18920
19150
19080
19030
18870
18820
18790
18700
18650
18590
18680
18630
18650
18710
18790
18580
18550
18690
18670
18730
18770
18630
18880
18800
18800
18510
18670
18590
18610
18760
18760
18780
18930
18950
18950
18910
18890
19080
19100
19100
19170
19170
19080
18860
19020
18680
18710
18900
18850
18660
18670
18600
18660
18750
18830
18670
18590
18650
18550
18700
18700
18630
18630
18680
18650
18540
18080
17900
17820
17800
17880
17860
17810
17720
17700
17810
17810
17710
17780
17810
17690
17610
17600
17850
17790
17900
18070
17880
17810
17890
17860
17890
17860
17850
17820
17800
17610
17780
17850
17980
17880
17870
17930
18070
18090
17970
17940
17880
17730
17650
17730
17730
17680
17680
17680
17660
17720
17750
17750
17700
17680
17620
17620
17600
17620
17680
17700
18290
18130
18160
18180
18230
18560
18600
18570
18460
18540
18550
18500
18500
18590
18720
18690
18750
18720
18710
18770
18920
18910
18890
18980
18810
18670
18660
18930
19030
19150
19490
19510
19620
19660
19620
19820
19430
19410
19430
19320
19270
19060
18970
18970
18790
19050
18990
18970
19160
19340
18990
18920
18860
18970
18980
19050
19090
19110
19040
19160
19140
19140
19210
19200
19150
19130
19310
19230
19190
19260
19240
19300
19440
19490
19430
19370
19270
19260
19300
19450
19520
19500
19530
19540
19440
19490
19460
19470
19330
19290
19330
19360
19440
19420
19320
19310
19270
19290
19270
19270
19290
19350
19340
19310
19330
19320
19330
19340
19340
19320
19250
19300
19260
19190
19120
19070
19070
19070
19040
19070
19070
19110
19100
19120
18990
19000
19020
19040
19030
19050
19100
19100
19220
19300
19420
19430
19560
19650
19600
19610
19560
19520
19490
19440
19470
19530
19600
19460
19560
19530
19510
19520
19520
19520
19500
19540
19530
19600
19610
19530
19590
19580
19410
19370
19360
19370
19280
19280
19200
19230
19270
19280
19310
19240
19300
19290
19160
19250
19280
19270
19260
19270
19260
19240
19290
19180
19200
19170
19090
19160
19060
19150
19120
19120
19130
19150
19200
19200
19780
19810
19810
19660
19780
19870
19760
19700
19600
19580
19670
19660
19610
19560
19390
19400
19420
19440
19420
19480
19600
19590
19710
19640
19660
19660
19700
19620
19620
19640
19570
19580
19480
19430
19440
19450
19510
19550
19540
19500
19380
19360
19320
19320
19430
19460
19240
19170
19250
19260
19290
19320
19300
19240
19200
19190
19160
19170
19180
19000
19040
19060
19040
19060
19020
19050
18940
18980
19020
19050
18960
19080
19040
19020
19150
19210
19160
19170
19190
19250
19200
19240
19260
19260
19250
19290
19260
19270
19250
19280
19230
19260
19310
19390
19440
19440
19370
19390
19390
19360
19350
19410
19590
19580
19560
19410
19400
19380
19350
19370
19250
19250
19300
19260
19250
19250
19220
19190
19240
19360
19370
19420
19390
19400
19340
19310
19370
19360
19390
19430
19430
19440
19510
19590
19670
19670
19730
19780
19720
19720
19710
19760
19770
19770
19780
19700
19760
19770
19760
19740
19750
19780
19800
19800
19750
19700
19690
19720
19700
19740
19780
19810
19940
20030
20060
20060
20110
20090
20050
20010
19990
20020
20040
20030
19980
19960
20240
20240
20280
20320
20330
20240
20080
20060
20100
20140
20140
20060
20030
19990
19960
19990
19850
19860
19920
19990
19990
19970
19880
19800
19670
19670
19680
19540
19590
19630
19580
19540
19570
19540
19560
19600
19610
19550
19490
19480
19510
19540
19490
19490
19550
19560
19590
19630
19700
19600
19710
19700
19760
19790
19810
19770
19820
19780
19760
19760
19790
19780
19760
19770
19760
19760
20030
19960
20090
20070
20080
20120
20130
20140
20050
20090
20110
20110
20090
20120
20130
20150
20140
20130
20140
20150
20220
20230
20400
20480
20450
20470
20470
20450
20420
20490
20510
20370
20360
20390
20370
20370
20440
20460
20490
20540
20510
20530
20500
20490
20320
20370
20330
20310
20360
20420
20340
20290
20390
20410
20450
20460
20440
20470
20440
20450
20440
20360
20350
20310
20170
20160
20160
20130
20220
20240
20280
20310
20300
20350
20310
20320
20390
20390
20390
20310
20300
20220
20140
20180
20160
20150
20150
20130
20100
20110
20120
20120
20030
19970
19830
19780
19870
19850
19870
19830
19770
19750
19660
19840
19870
19960
19980
20020
20070
20080
20060
19890
19930
19940
19990
20030
20000
20040
20080
20090
20070
19940
19920
19930
20010
19940
19990
20010
20050
20000
20020
20010
